Season,League,Team,Date,Player,#,Nation,Pos,Age,Min,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
2019-2020,Bundesliga,Düsseldorf,2020-06-27,Rouwen Hennings,28,de GER,FW,32-304,90,0,0,0,1,1,1,2,0,0,0,0,0,3,5,2,71.4
2019-2020,Bundesliga,Düsseldorf,2020-06-27,Kenan Karaman,11,tr TUR,"LW,RM",26-114,73,0,0,0,0,4,0,2,0,0,0,0,0,3,5,3,62.5
2019-2020,Bundesliga,Düsseldorf,2020-06-27,Jean Zimmer,39,de GER,RM,26-204,17,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
2019-2020,Bundesliga,Düsseldorf,2020-06-27,Steven Skrzybski,20,de GER,RW,27-222,61,0,0,0,0,3,0,1,1,0,0,0,0,4,1,1,50.0
2019-2020,Bundesliga,Düsseldorf,2020-06-27,Dawid Kownacki,9,pl POL,"FW,RW",23-105,29,1,0,0,2,0,0,0,0,1,0,0,0,3,0,0,
2019-2020,Bundesliga,Düsseldorf,2020-06-27,Adam Bodzek,13,de GER,DM,34-294,61,0,0,0,1,0,0,0,1,1,0,0,0,12,2,1,66.7
2019-2020,Bundesliga,Düsseldorf,2020-06-27,Alfredo Morales,6,us USA,DM,30-046,29,0,0,0,1,0,0,0,0,0,0,0,0,5,5,0,100.0
2019-2020,Bundesliga,Düsseldorf,2020-06-27,Kevin Stöger,22,at AUT,DM,26-305,90,0,0,0,0,2,0,3,1,1,0,0,0,7,0,0,
2019-2020,Bundesliga,Düsseldorf,2020-06-27,Erik Thommy,15,de GER,"WB,LM",25-312,90,0,0,0,0,4,0,4,0,1,0,0,0,9,1,5,16.7
2019-2020,Bundesliga,Düsseldorf,2020-06-27,Matthias Zimmermann,25,de GER,"WB,RB",28-011,90,0,0,0,0,0,0,6,0,2,0,0,0,12,2,1,66.7
2019-2020,Bundesliga,Düsseldorf,2020-06-27,Niko Gießelmann,23,de GER,CB,28-275,61,0,0,0,0,0,0,3,1,1,0,0,0,10,3,2,60.0
2019-2020,Bundesliga,Düsseldorf,2020-06-27,Markus Suttner,29,at AUT,"LB,CB",33-072,29,0,0,0,0,0,0,2,0,1,0,0,0,3,1,1,50.0
2019-2020,Bundesliga,Düsseldorf,2020-06-27,Mathias Jørgensen,19,dk DEN,CB,30-065,28,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,25.0
2019-2020,Bundesliga,Düsseldorf,2020-06-27,André Hoffmann,3,de GER,CB,27-120,62,0,0,0,0,3,0,0,1,0,0,0,0,16,4,3,57.1
2019-2020,Bundesliga,Düsseldorf,2020-06-27,Kaan Ayhan,5,tr TUR,CB,25-230,90,0,0,0,1,0,0,2,0,0,0,0,0,14,5,2,71.4
2019-2020,Bundesliga,Düsseldorf,2020-06-27,Florian Kastenmeier,33,de GER,GK,22-365,90,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,
2018-2019,Bundesliga,Bayern Munich,2018-08-24,Robert Lewandowski,9,pl POL,FW,30-003,90,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,
2018-2019,Bundesliga,Bayern Munich,2018-08-24,Franck Ribéry,7,fr FRA,LM,35-139,82,0,0,0,1,3,0,1,0,1,1,0,0,6,0,0,
2018-2019,Bundesliga,Bayern Munich,2018-08-24,James Rodríguez,11,co COL,"LM,AM",27-043,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2018-2019,Bundesliga,Bayern Munich,2018-08-24,Thiago Alcántara,6,es ESP,CM,27-135,90,0,0,0,1,5,0,1,3,1,0,0,0,11,0,0,
2018-2019,Bundesliga,Bayern Munich,2018-08-24,Thomas Müller,25,de GER,CM,28-345,90,1,0,0,2,1,0,3,0,2,0,0,0,4,0,0,
2018-2019,Bundesliga,Bayern Munich,2018-08-24,Kingsley Coman,29,fr FRA,RM,22-072,44,0,0,0,0,4,1,2,0,0,0,0,0,1,0,0,
2018-2019,Bundesliga,Bayern Munich,2018-08-24,Arjen Robben,10,nl NED,RM,34-213,46,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,
2018-2019,Bundesliga,Bayern Munich,2018-08-24,Javi Martínez,8,es ESP,DM,29-356,66,0,0,0,1,2,0,0,0,1,0,0,0,7,0,0,
2018-2019,Bundesliga,Bayern Munich,2018-08-24,Leon Goretzka,18,de GER,"DM,CM",23-199,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2018-2019,Bundesliga,Bayern Munich,2018-08-24,David Alaba,27,at AUT,LB,26-061,90,0,0,0,1,0,1,5,0,0,0,0,0,12,1,0,100.0
2018-2019,Bundesliga,Bayern Munich,2018-08-24,Jérôme Boateng,17,de GER,CB,29-355,90,0,0,0,0,2,0,0,1,1,0,0,0,11,0,1,0.0
2018-2019,Bundesliga,Bayern Munich,2018-08-24,Niklas Süle,4,de GER,CB,22-355,90,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,
2018-2019,Bundesliga,Bayern Munich,2018-08-24,Joshua Kimmich,32,de GER,RB,23-197,90,0,0,0,0,3,0,5,1,0,0,0,0,9,0,1,0.0
2018-2019,Bundesliga,Bayern Munich,2018-08-24,Manuel Neuer,1,de GER,GK,32-150,90,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,
2018-2019,Bundesliga,Hoffenheim,2018-08-24,Ádám Szalai,28,hu HUN,FW,30-258,90,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,100.0
2018-2019,Bundesliga,Hoffenheim,2018-08-24,Joelinton,34,br BRA,FW,22-010,90,0,0,0,4,0,0,0,1,0,0,0,0,2,0,0,
2018-2019,Bundesliga,Hoffenheim,2018-08-24,Vincenzo Grifo,32,it ITA,CM,25-139,45,0,0,0,2,0,0,0,1,0,0,0,0,5,0,0,
2018-2019,Bundesliga,Hoffenheim,2018-08-24,Steven Zuber,17,ch SUI,CM,27-007,45,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,
2018-2019,Bundesliga,Hoffenheim,2018-08-24,Leonardo Bittencourt,13,de GER,CM,24-248,90,1,0,0,2,3,0,2,2,2,0,0,0,9,0,0,
2018-2019,Bundesliga,Hoffenheim,2018-08-24,Florian Grillitsch,11,at AUT,DM,23-017,90,0,0,0,2,0,0,0,1,2,0,0,0,8,0,0,
2018-2019,Bundesliga,Hoffenheim,2018-08-24,Nico Schulz,16,de GER,WB,25-145,90,1,0,0,2,0,1,0,1,0,0,0,0,6,0,0,
2018-2019,Bundesliga,Hoffenheim,2018-08-24,Pavel Kadeřábek,3,cz CZE,WB,26-121,90,1,0,0,2,0,0,2,1,0,0,0,0,6,0,1,0.0
2018-2019,Bundesliga,Hoffenheim,2018-08-24,Kasim Nuhu,15,gh GHA,CB,23-063,66,1,0,0,4,0,0,0,2,0,0,0,0,6,0,0,
2018-2019,Bundesliga,Hoffenheim,2018-08-24,Kevin Akpoguma,25,ng NGA,CB,23-127,24,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
2018-2019,Bundesliga,Hoffenheim,2018-08-24,Kevin Vogt,22,de GER,CB,26-335,73,0,0,0,1,0,0,0,1,0,0,0,0,10,0,0,
2018-2019,Bundesliga,Hoffenheim,2018-08-24,Håvard Nordtveit,6,no NOR,CB,28-064,17,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,
2018-2019,Bundesliga,Hoffenheim,2018-08-24,Ermin Bičakčić,4,ba BIH,CB,28-212,90,0,0,0,1,0,0,1,2,0,0,0,0,4,0,0,
2018-2019,Bundesliga,Hoffenheim,2018-08-24,Oliver Baumann,1,de GER,GK,28-083,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
2018-2019,Bundesliga,Düsseldorf,2018-08-25,Rouwen Hennings,28,de GER,FW,30-362,74,0,0,0,1,1,1,0,0,1,0,0,0,3,2,1,66.7
2018-2019,Bundesliga,Düsseldorf,2018-08-25,Marvin Ducksch,10,de GER,FW,24-171,16,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,100.0
2018-2019,Bundesliga,Düsseldorf,2018-08-25,Benito Raman,9,be BEL,LW,23-291,78,0,0,0,0,1,0,2,1,2,0,0,0,6,0,0,
2018-2019,Bundesliga,Düsseldorf,2018-08-25,Dodi Lukebakio,20,be BEL,LW,20-335,12,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,100.0
2018-2019,Bundesliga,Düsseldorf,2018-08-25,Jean Zimmer,39,de GER,RW,24-262,90,0,0,0,1,3,0,4,0,0,0,0,0,9,0,0,
2018-2019,Bundesliga,Düsseldorf,2018-08-25,Kevin Stöger,22,at AUT,CM,24-363,66,0,0,0,0,1,0,0,0,1,0,0,0,4,0,1,0.0
2018-2019,Bundesliga,Düsseldorf,2018-08-25,Kenan Karaman,11,tr TUR,CM,24-173,24,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,
2018-2019,Bundesliga,Düsseldorf,2018-08-25,Marcel Sobottka,31,de GER,DM,24-122,90,0,0,0,1,2,0,0,0,0,0,0,0,13,0,4,0.0
2018-2019,Bundesliga,Düsseldorf,2018-08-25,Alfredo Morales,6,us USA,DM,28-105,90,0,0,0,5,1,0,3,1,1,0,0,0,8,0,5,0.0
2018-2019,Bundesliga,Düsseldorf,2018-08-25,Niko Gießelmann,23,de GER,LB,26-333,90,0,0,0,0,1,0,1,0,0,0,0,0,12,3,2,60.0
2018-2019,Bundesliga,Düsseldorf,2018-08-25,André Hoffmann,3,de GER,CB,25-178,90,0,0,0,1,1,0,0,1,0,0,0,0,10,2,1,66.7
2018-2019,Bundesliga,Düsseldorf,2018-08-25,Kaan Ayhan,5,tr TUR,CB,23-288,90,0,0,0,2,0,0,0,0,0,0,0,0,18,2,0,100.0
2018-2019,Bundesliga,Düsseldorf,2018-08-25,Matthias Zimmermann,25,de GER,RB,26-070,90,1,0,0,1,0,0,1,2,2,0,0,0,17,0,1,0.0
2018-2019,Bundesliga,Düsseldorf,2018-08-25,Michael Rensing,1,de GER,GK,34-103,90,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,
2018-2019,Bundesliga,Augsburg,2018-08-25,Marco Richter,23,de GER,"FW,LW",20-274,78,0,0,0,1,2,0,1,0,0,0,0,0,8,3,1,75.0
2018-2019,Bundesliga,Augsburg,2018-08-25,Ji Dong-won,22,kr KOR,LW,27-089,12,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
2018-2019,Bundesliga,Augsburg,2018-08-25,Caiuby,30,br BRA,LW,30-042,68,0,0,0,0,0,0,3,0,2,0,0,0,7,1,0,100.0
2018-2019,Bundesliga,Augsburg,2018-08-25,Koo Ja-cheol,19,kr KOR,"AM,LW",29-179,22,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,100.0
2018-2019,Bundesliga,Augsburg,2018-08-25,André Hahn,28,de GER,RW,28-012,90,0,0,0,2,0,2,1,3,1,0,0,0,4,2,4,33.3
2018-2019,Bundesliga,Augsburg,2018-08-25,Michael Gregoritsch,11,at AUT,"AM,FW",24-129,90,0,0,0,1,2,0,1,1,1,0,0,0,10,1,2,33.3
2018-2019,Bundesliga,Augsburg,2018-08-25,Daniel Baier,10,de GER,DM,34-099,89,0,0,0,1,3,0,1,0,1,0,0,0,25,1,0,100.0
2018-2019,Bundesliga,Augsburg,2018-08-25,Kevin Danso,38,at AUT,DM,19-340,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
2018-2019,Bundesliga,Augsburg,2018-08-25,Rani Khedira,8,de GER,DM,24-210,90,0,0,0,0,0,0,1,0,1,0,0,0,16,3,0,100.0
2018-2019,Bundesliga,Augsburg,2018-08-25,Philipp Max,31,de GER,LB,24-329,90,0,0,0,2,1,1,4,0,1,0,0,0,4,0,1,0.0
2018-2019,Bundesliga,Augsburg,2018-08-25,Martin Hinteregger,36,at AUT,CB,25-352,90,0,0,0,2,1,0,0,0,2,0,0,0,12,1,2,33.3
2018-2019,Bundesliga,Augsburg,2018-08-25,Jeffrey Gouweleeuw,6,nl NED,CB,27-046,90,0,0,0,1,0,0,0,1,0,0,0,0,14,1,1,50.0
2018-2019,Bundesliga,Augsburg,2018-08-25,Jonathan Schmid,17,fr FRA,RB,28-060,90,0,0,0,2,0,0,5,0,0,0,0,0,12,0,0,
2018-2019,Bundesliga,Augsburg,2018-08-25,Fabian Giefer,13,de GER,GK,28-100,90,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,
2018-2019,Bundesliga,Hertha BSC,2018-08-25,Vedad Ibišević,19,ba BIH,FW,34-019,87,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,
2018-2019,Bundesliga,Hertha BSC,2018-08-25,Marko Grujić,15,rs SRB,FW,22-134,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
2018-2019,Bundesliga,Hertha BSC,2018-08-25,Maximilian Mittelstädt,17,de GER,AM,21-160,71,0,0,0,1,2,0,1,0,0,0,0,0,4,0,0,
2018-2019,Bundesliga,Hertha BSC,2018-08-25,Dennis Jastrzembski,32,pl POL,AM,18-186,19,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,
2018-2019,Bundesliga,Hertha BSC,2018-08-25,Salomon Kalou,8,ci CIV,AM,33-020,87,0,0,0,1,1,0,3,0,0,0,0,0,5,0,0,
2018-2019,Bundesliga,Hertha BSC,2018-08-25,Palkó Dárdai,24,hu HUN,AM,19-123,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
2018-2019,Bundesliga,Hertha BSC,2018-08-25,Marvin Plattenhardt,21,de GER,LM,26-211,90,1,0,0,1,2,0,1,1,0,0,0,0,7,0,0,
2018-2019,Bundesliga,Hertha BSC,2018-08-25,Valentino Lazaro,20,at AUT,RM,22-154,90,0,0,0,0,2,0,2,0,2,0,0,0,8,0,0,
2018-2019,Bundesliga,Hertha BSC,2018-08-25,Ondrej Duda,10,sk SVK,DM,23-263,90,0,0,0,2,0,0,0,2,0,0,0,0,7,1,3,25.0
2018-2019,Bundesliga,Hertha BSC,2018-08-25,Arne Maier,23,de GER,DM,19-229,90,0,0,0,2,1,0,1,0,1,0,0,0,17,0,0,
2018-2019,Bundesliga,Hertha BSC,2018-08-25,Jordan Torunarigha,25,de GER,CB,21-018,90,0,0,0,2,0,0,0,4,2,0,0,0,12,1,0,100.0
2018-2019,Bundesliga,Hertha BSC,2018-08-25,Karim Rekik,4,nl NED,CB,23-266,90,0,0,0,1,1,0,0,1,0,0,1,0,9,0,0,
2018-2019,Bundesliga,Hertha BSC,2018-08-25,Niklas Stark,5,de GER,CB,23-133,90,0,0,0,1,0,0,0,1,0,0,0,0,14,0,0,
2018-2019,Bundesliga,Hertha BSC,2018-08-25,Rune Jarstein,22,no NOR,GK,33-330,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
2018-2019,Bundesliga,Nürnberg,2018-08-25,Mikael Ishak,9,se SWE,FW,25-147,90,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,
2018-2019,Bundesliga,Nürnberg,2018-08-25,Yuya Kubo,14,jp JPN,"AM,CM",24-244,90,0,0,0,2,1,0,1,0,1,0,0,0,4,0,0,
2018-2019,Bundesliga,Nürnberg,2018-08-25,Edgar Salli,7,cm CMR,AM,26-008,66,0,0,0,3,1,0,0,0,0,0,0,0,4,0,0,
2018-2019,Bundesliga,Nürnberg,2018-08-25,Federico Palacios Martínez,21,de GER,"AM,RW",23-138,24,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,
2018-2019,Bundesliga,Nürnberg,2018-08-25,Alexander Fuchs,35,de GER,CM,21-232,90,1,0,0,1,1,0,0,0,1,0,0,0,8,1,0,100.0
2018-2019,Bundesliga,Nürnberg,2018-08-25,Ondřej Petrák,31,cz CZE,CM,26-167,90,0,0,0,1,2,0,0,1,1,0,0,0,20,1,0,100.0
2018-2019,Bundesliga,Nürnberg,2018-08-25,Hanno Behrens,18,de GER,CM,28-152,80,0,0,0,0,0,0,0,0,1,0,0,0,4,0,2,0.0
2018-2019,Bundesliga,Nürnberg,2018-08-25,Törles Knöll,19,de GER,LW,20-346,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-2019,Bundesliga,Nürnberg,2018-08-25,Tim Leibold,23,de GER,LB,24-268,90,0,0,0,1,3,0,3,1,1,0,0,0,12,0,0,
2018-2019,Bundesliga,Nürnberg,2018-08-25,Lukas Mühl,28,de GER,CB,21-210,90,0,0,0,2,0,0,1,1,1,0,0,0,18,1,0,100.0
2018-2019,Bundesliga,Nürnberg,2018-08-25,Georg Margreitter,33,at AUT,CB,29-291,90,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,
2018-2019,Bundesliga,Nürnberg,2018-08-25,Robert Bauer,8,de GER,RB,23-138,88,1,0,0,1,4,0,0,2,0,0,0,0,8,0,0,
2018-2019,Bundesliga,Nürnberg,2018-08-25,Patrick Erras,29,de GER,RB,23-216,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2018-2019,Bundesliga,Nürnberg,2018-08-25,Fabian Bredlow,1,de GER,GK,23-176,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
2018-2019,Bundesliga,Wolfsburg,2018-08-25,Wout Weghorst,9,nl NED,FW,26-018,74,1,0,0,0,3,1,0,0,1,0,0,0,5,0,2,0.0
2018-2019,Bundesliga,Wolfsburg,2018-08-25,Daniel Ginczek,33,de GER,FW,27-134,16,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,50.0
2018-2019,Bundesliga,Wolfsburg,2018-08-25,Josip Brekalo,7,hr CRO,LW,20-063,85,0,0,0,1,1,0,1,1,1,0,0,0,3,0,0,
2018-2019,Bundesliga,Wolfsburg,2018-08-25,Admir Mehmedi,14,ch SUI,LW,27-162,5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,
2018-2019,Bundesliga,Wolfsburg,2018-08-25,Renato Steffen,8,ch SUI,RW,26-295,90,0,0,0,1,2,0,0,0,0,0,0,0,6,0,0,
2018-2019,Bundesliga,Wolfsburg,2018-08-25,Maximilian Arnold,27,de GER,CM,24-090,90,0,0,0,0,1,1,4,2,2,0,0,0,9,0,1,0.0
2018-2019,Bundesliga,Wolfsburg,2018-08-25,Josuha Guilavogui,23,fr FRA,CM,27-340,45,1,0,0,5,0,0,0,0,0,0,0,0,7,0,0,
2018-2019,Bundesliga,Wolfsburg,2018-08-25,Yannick Gerhardt,13,de GER,CM,24-165,45,1,0,0,2,0,0,1,0,0,0,0,0,4,0,0,
2018-2019,Bundesliga,Wolfsburg,2018-08-25,Ignacio Camacho,4,es ESP,DM,28-113,90,0,0,0,4,1,0,1,2,2,0,0,0,11,1,1,50.0
2018-2019,Bundesliga,Wolfsburg,2018-08-25,Jérôme Roussillon,15,fr FRA,LB,25-231,90,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,
2018-2019,Bundesliga,Wolfsburg,2018-08-25,John Brooks,25,us USA,CB,25-209,90,1,0,0,1,1,0,0,1,0,0,1,0,14,0,0,
2018-2019,Bundesliga,Wolfsburg,2018-08-25,Robin Knoche,31,de GER,CB,26-095,90,0,0,0,0,0,0,0,2,1,0,0,0,10,0,0,
2018-2019,Bundesliga,Wolfsburg,2018-08-25,William,2,br BRA,RB,23-144,90,1,0,0,1,1,0,1,5,3,0,0,0,15,0,2,0.0
2018-2019,Bundesliga,Wolfsburg,2018-08-25,Koen Casteels,1,be BEL,GK,26-061,90,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
2018-2019,Bundesliga,Schalke 04,2018-08-25,Guido Burgstaller,19,at AUT,FW,29-118,72,1,0,0,0,1,1,3,0,0,0,0,0,3,0,0,
2018-2019,Bundesliga,Schalke 04,2018-08-25,Cedric Teuchert,23,de GER,FW,21-223,18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
2018-2019,Bundesliga,Schalke 04,2018-08-25,Amine Harit,25,ma MAR,LW,21-068,57,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,
2018-2019,Bundesliga,Schalke 04,2018-08-25,Breel Embolo,36,ch SUI,LW,21-192,33,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,100.0
2018-2019,Bundesliga,Schalke 04,2018-08-25,Mark Uth,7,de GER,RW,27-001,90,0,0,0,0,4,1,2,1,0,0,0,0,7,0,0,
2018-2019,Bundesliga,Schalke 04,2018-08-25,Weston McKennie,2,us USA,CM,19-362,90,1,0,0,2,1,0,0,1,0,0,0,0,9,1,1,50.0
2018-2019,Bundesliga,Schalke 04,2018-08-25,Suat Serdar,8,de GER,CM,21-136,82,0,0,0,2,3,0,0,2,1,0,0,0,7,1,0,100.0
2018-2019,Bundesliga,Schalke 04,2018-08-25,Nabil Bentaleb,10,dz ALG,CM,23-274,8,0,0,0,1,0,0,0,1,0,0,0,0,6,0,1,0.0
2018-2019,Bundesliga,Schalke 04,2018-08-25,Baba Rahman,14,gh GHA,WB,24-054,90,0,0,0,1,1,0,2,0,2,1,0,0,13,0,0,
2018-2019,Bundesliga,Schalke 04,2018-08-25,Daniel Caligiuri,18,it ITA,WB,30-222,90,0,0,0,0,2,0,4,2,1,0,0,0,6,1,0,100.0
2018-2019,Bundesliga,Schalke 04,2018-08-25,Matija Nastasić,5,rs SRB,CB,25-150,64,0,1,0,2,0,0,0,0,0,0,0,0,4,2,0,100.0
2018-2019,Bundesliga,Schalke 04,2018-08-25,Naldo,29,br BRA,CB,35-349,90,0,0,0,1,1,0,0,2,0,0,0,0,15,1,0,100.0
2018-2019,Bundesliga,Schalke 04,2018-08-25,Salif Sané,26,sn SEN,CB,28-000,90,1,0,0,2,0,0,1,1,1,0,0,0,10,0,0,
2018-2019,Bundesliga,Schalke 04,2018-08-25,Ralf Fährmann,1,de GER,GK,29-332,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
2018-2019,Bundesliga,Werder Bremen,2018-08-25,Max Kruse,10,de GER,FW,30-159,51,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,
2018-2019,Bundesliga,Werder Bremen,2018-08-25,Milot Rashica,11,xk KVX,"RW,FW",22-058,39,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,
2018-2019,Bundesliga,Werder Bremen,2018-08-25,Florian Kainz,7,at AUT,LW,25-305,66,0,0,0,2,1,0,2,1,1,0,0,0,4,1,0,100.0
2018-2019,Bundesliga,Werder Bremen,2018-08-25,Claudio Pizarro,4,pe PER,"LW,FW",39-326,24,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,
2018-2019,Bundesliga,Werder Bremen,2018-08-25,Yuya Osako,8,jp JPN,"RW,FW,AM",28-099,90,0,0,0,0,1,0,1,1,0,0,0,0,6,1,0,100.0
2018-2019,Bundesliga,Werder Bremen,2018-08-25,Davy Klaassen,30,nl NED,CM,25-185,90,0,0,0,0,0,0,0,1,0,0,0,0,5,1,1,50.0
2018-2019,Bundesliga,Werder Bremen,2018-08-25,Maximilian Eggestein,35,de GER,"CM,DM",21-260,90,0,0,0,1,1,0,4,0,1,0,0,0,5,2,0,100.0
2018-2019,Bundesliga,Werder Bremen,2018-08-25,Philipp Bargfrede,44,de GER,DM,29-175,81,0,0,0,4,0,0,0,5,1,0,0,0,6,0,3,0.0
2018-2019,Bundesliga,Werder Bremen,2018-08-25,Johannes Eggestein,24,de GER,CM,20-109,9,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,
2018-2019,Bundesliga,Werder Bremen,2018-08-25,Ludwig Augustinsson,5,se SWE,LB,24-126,90,0,0,0,0,0,0,3,2,2,0,0,0,10,0,1,0.0
2018-2019,Bundesliga,Werder Bremen,2018-08-25,Niklas Moisander,18,fi FIN,CB,32-330,90,0,0,0,0,1,0,0,1,0,0,0,0,19,0,2,0.0
2018-2019,Bundesliga,Werder Bremen,2018-08-25,Miloš Veljković,13,rs SRB,CB,22-333,90,0,0,0,0,0,0,0,1,0,0,0,0,15,3,0,100.0
2018-2019,Bundesliga,Werder Bremen,2018-08-25,Theodor Gebre Selassie,23,cz CZE,RB,31-244,90,0,0,0,1,0,0,1,1,2,0,0,0,8,3,2,60.0
2018-2019,Bundesliga,Werder Bremen,2018-08-25,Jiří Pavlenka,1,cz CZE,GK,26-133,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
2018-2019,Bundesliga,Hannover 96,2018-08-25,Takuma Asano,11,jp JPN,FW,23-288,74,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0.0
2018-2019,Bundesliga,Hannover 96,2018-08-25,Hendrik Weydandt,26,de GER,FW,23-040,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0
2018-2019,Bundesliga,Hannover 96,2018-08-25,Niclas Füllkrug,24,de GER,FW,25-197,90,0,0,0,1,1,0,0,0,0,0,0,0,2,5,1,83.3
2018-2019,Bundesliga,Hannover 96,2018-08-25,Linton Maina,40,de GER,LW,19-063,60,0,0,0,0,2,0,0,1,0,0,0,0,5,0,0,
2018-2019,Bundesliga,Hannover 96,2018-08-25,Genki Haraguchi,10,jp JPN,LW,27-108,30,0,0,0,0,0,1,1,0,0,0,0,0,3,1,0,100.0
2018-2019,Bundesliga,Hannover 96,2018-08-25,Ihlas Bebou,13,tg TOG,RW,24-124,90,0,0,0,0,1,0,3,0,1,0,0,0,7,1,0,100.0
2018-2019,Bundesliga,Hannover 96,2018-08-25,Walace,8,br BRA,DM,23-143,90,0,0,0,0,1,0,0,0,1,0,0,0,11,1,1,50.0
2018-2019,Bundesliga,Hannover 96,2018-08-25,Pirmin Schwegler,27,ch SUI,DM,31-169,56,0,0,0,3,2,0,0,0,0,0,0,0,7,0,0,
2018-2019,Bundesliga,Hannover 96,2018-08-25,Marvin Bakalorz,6,de GER,DM,28-346,34,0,0,0,1,0,0,0,1,1,0,0,0,5,0,0,
2018-2019,Bundesliga,Hannover 96,2018-08-25,Matthias Ostrzolek,22,de GER,LB,28-081,90,0,0,0,0,0,0,1,2,3,0,0,0,10,0,4,0.0
2018-2019,Bundesliga,Hannover 96,2018-08-25,Kevin Wimmer,28,at AUT,CB,25-283,90,0,0,0,1,0,0,0,1,0,0,0,0,8,0,0,
2018-2019,Bundesliga,Hannover 96,2018-08-25,Waldemar Anton,31,de GER,CB,22-036,90,0,0,0,0,0,0,0,1,0,0,0,0,8,1,2,33.3
2018-2019,Bundesliga,Hannover 96,2018-08-25,Oliver Sorg,25,de GER,RB,28-088,90,0,0,0,1,0,0,3,1,2,0,0,0,13,0,1,0.0
2018-2019,Bundesliga,Hannover 96,2018-08-25,Michael Esser,23,de GER,GK,30-276,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
2018-2019,Bundesliga,Freiburg,2018-08-25,Nils Petersen,18,de GER,FW,29-262,90,0,0,0,0,1,0,1,0,0,0,0,0,3,4,5,44.4
2018-2019,Bundesliga,Freiburg,2018-08-25,Florian Niederlechner,7,de GER,FW,27-305,72,0,0,0,0,1,2,1,0,0,0,0,0,2,0,1,0.0
2018-2019,Bundesliga,Freiburg,2018-08-25,Lucas Höler,9,de GER,FW,24-046,18,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,
2018-2019,Bundesliga,Freiburg,2018-08-25,Mike Frantz,8,de GER,"LW,RW",31-315,90,0,0,0,0,2,1,1,0,1,0,0,0,8,5,0,100.0
2018-2019,Bundesliga,Freiburg,2018-08-25,Luca Waldschmidt,11,de GER,RW,22-098,68,0,0,0,1,0,0,1,0,0,0,0,0,7,0,1,0.0
